idNodo,idDispositivo,tfin tinicio,tdiferencia,latitud,longitud,majordeviceclass,minordeviceclass,serviceclass,fabricante
1388396634884,111a4bff88d4328b183e483e8e7f3da0b0507a7a,1395615707407,1395615707301,106,37.5846,-5.96864,1024,8,3145728,"Parrot SA"
1388396634884,b14cf76b42c6215be4415d334695f4ad632f909c,1395617627394,1395617627291,103,37.5846,-5.96864,512,4,5898240,null
1388396634884,7521c29a14475a5d89bc22ebd146b80b793f82c2,1395639483604,1395639483502,102,37.5846,-5.96864,1024,4,2097152,"PARROT S.A."
1388396634884,9a29f4baaa34de45e589cb88c6e52ecf3bc9636d,1395639733578,1395639733476,102,37.5846,-5.96864,1024,8,2097152,"PARROT S.A."
1388396634884,5b25d12116e4f528f7f998cd68abc9d55545c27e,1395641089190,1395641089089,101,37.5846,-5.96864,1024,8,2359296,"Nokia Danmark A/S"
1388396634884,bd8fbc66f16740c1075afe120a8b72f791cf73de,1395641389355,1395641389253,102,37.5846,-5.96864,512,4,5898240,"Sony Ericsson Mobile Communications AB"
1388396634884,7521c29a14475a5d89bc22ebd146b80b793f82c2,1395641866289,1395641866186,103,37.5846,-5.96864,1024,4,2097152,"PARROT S.A."
1388396634884,c14bca84f44508485616787520d64edd53179d7a,1395641965595,1395641965493,102,37.5846,-5.96864,1024,8,3145728,"Parrot SA"
1388396634884,8b9fda79c5a9941a83a1cf2e1a84ef7bd1783cb3,1395642240615,1395642240514,101,37.5846,-5.96864,1024,8,3407872,"Infineon AG"
1388396634884,3fd4e170a32b9c245b86cf5553214f8ead70519f,1395643151375,1395643105344,46031,37.5846,-5.96864,512,4,5898240,null
1388396634884,de4c9a9cece77e62249781b90dbabaa2ff0aa137,1395643941847,1395643941745,102,37.5846,-5.96864,512,4,5898240,"Nokia Corporation"
1388396634884,1686a34e5785e7377519d4785bb75802ab44ed99,1395645183275,1395645183173,102,37.5846,-5.96864,1024,4,2097152,"PARROT S.A."
1388396634884,aa2bfbe6d13e68363e182c318497fc8b15433c28,1395645246046,1395645245945,101,37.5846,-5.96864,1024,8,2097152,"TEMIC SDS GmbH"
1388396634884,26f187177c96a750f4dad27c56fc49ca6e509bc5,1395645907672,1395645896057,11615,37.5846,-5.96864,512,4,5898240,null
1388396634884,f467b5463276d0d55cbdeef67bff7b42bd184fde,1395647014337,1395647014235,102,37.5846,-5.96864,512,4,5373952,null
