idNodo,idDispositivo,tfin tinicio,tdiferencia,latitud,longitud,majordeviceclass,minordeviceclass,serviceclass,fabricante
1351591695721,7f564553df545d49b5eedb275972ee6ff0cdb7e2,1395648287827,1395648287705,122,37.1829,-3.61411,1024,8,3145728,"Infineon AG"
1351591695721,7a141d9b2fbd68ead27a2d0ebe00383566380eb7,1395648370391,1395648287707,82684,37.1829,-3.61411,512,12,7995392,RIM
1351591695721,0e9b7cad750144323c8fdeb13d125b87b0651f69,1395648381866,1395648381763,103,37.1829,-3.61411,512,4,5898240,"Nokia Danmark A/S"
1351591695721,d48549863fef53a397fd0d3506870d41f49b603b,1395648393339,1395648393236,103,37.1829,-3.61411,512,12,5898240,"Nokia Corporation"
1351591695721,c568afe4cccdfefbb9ebf56d2620c3ce596a1a91,1395648404805,1395648404702,103,37.1829,-3.61411,1024,4,2097152,"PARROT S.A."
1351591695721,1a1d53bf3ed91bbab212bb05bc8f611d355a508c,1395648428786,1395648428683,103,37.1829,-3.61411,1024,8,3145728,"Parrot SA"
1351591695721,e44863bd86862e9de0121c339748d789cf24390d,1395648451848,1395648440228,11620,37.1829,-3.61411,512,4,5898240,"Nokia Danmark A/S"
1351591695721,abaf5519d0c719ade9734548eaefdcc5028c4e55,1395648451848,1395648451742,106,37.1829,-3.61411,1024,8,3407872,"Parrot SA"
1351591695721,3e31b7747c31e4a83b29bbad357f5b785eee7edd,1395648463306,1395648451743,11563,37.1829,-3.61411,512,4,5373952,"Nokia Danmark A/S"
1351591695721,4372e332c1be6ffe750d81bdc43efa02fa0a04b9,1395648525028,1395648524925,103,37.1829,-3.61411,1024,8,3145728,"Parrot SA"
1351591695721,4167cdcaf5c99ae77fcd6ce29b9e44a50ce5ccca,1395648536486,1395648536379,107,37.1829,-3.61411,1024,8,2097152,"PARROT S.A."
1351591695721,af35473f7abcb8fb93f6e55f440ab934f2321328,1395648536486,1395648536380,106,37.1829,-3.61411,512,4,5898240,"Motorola Mobility Inc."
1351591695721,34bc2ee4cba46e240c4b4376c8fdf22896c721d1,1395648594977,1395648547855,47122,37.1829,-3.61411,512,12,5767168,null
1351591695721,9a115826bb2d3293a11bc52fd7f6afce5202e727,1395648559430,1395648559327,103,37.1829,-3.61411,1024,8,3145728,"PARROT S.A."
1351591695721,59a538b0207af613447c34907af906fcb52d7435,1395648570930,1395648570825,105,37.1829,-3.61411,1024,8,3407872,"ALPINE ELECTRONICS INC."
1351591695721,4926c69295aedd0bf0950cb5d3da36443e2881a6,1395648570930,1395648570826,104,37.1829,-3.61411,1024,8,2097152,"Garmin International"
1351591695721,e731ab8b5ed584a2fa78c8baa94112a5a02112b6,1395648715078,1395648631404,83674,37.1829,-3.61411,1024,4,2097152,"PARROT S.A."
1351591695721,5a4918b88c2866e41fedc1ac80cf69870ac4f8c2,1395648679585,1395648679482,103,37.1829,-3.61411,512,12,7995392,RIM
1351591695721,c14cd286cc84d3f532aea4597550efecfc593ae8,1395648826867,1395648826763,104,37.1829,-3.61411,512,12,5898240,"Nokia Corporation"
1351591695721,e7caa9f5f4d94d3d1ab2388a48a175d1dd7f0184,1395648838405,1395648838303,102,37.1829,-3.61411,1024,8,3145728,"Parrot SA"
1351591695721,d931a3022875ec714d8dc002ac163e6ba8dbe856,1395648923018,1395648899871,23147,37.1829,-3.61411,512,4,5373952,"Nokia Corporation"
1351591695721,34bc2ee4cba46e240c4b4376c8fdf22896c721d1,1395648923017,1395648922911,106,37.1829,-3.61411,512,12,5767168,null
1351591695721,a70553d3c7674e41ed5277de71699addeaf2f767,1395648923018,1395648922912,106,37.1829,-3.61411,1024,8,3407872,"Infineon AG"
1351591695721,3a7257d91046373c5adb537286b5906e04e9bc87,1395648934505,1395648934402,103,37.1829,-3.61411,512,4,5898240,null
1351591695721,32d22c1e5040f6960651c729b336ef24d5bdbb24,1395649052459,1395648958457,94002,37.1829,-3.61411,512,12,7995392,null
1351591695721,d8377ece1a6e5e6ac41598954931a3e6a5aaf337,1395648994094,1395648993991,103,37.1829,-3.61411,512,4,5898240,"LG Electronics"
1351591695721,b94612cdb365855e62021da68902b54c73958da8,1395649213926,1395649029441,184485,37.1829,-3.61411,1024,8,3145728,"Parrot SA"
1351591695721,5162a074ab8c3a1fb13dc7d55a9f4eaf6113778c,1395649052459,1395649052351,108,37.1829,-3.61411,1024,8,2359296,"PARROT S.A."
1351591695721,61b1ca60f231b594ead3bf2472f59d39d59f29bd,1395649132544,1395649097964,34580,37.1829,-3.61411,512,4,5898240,null
1351591695721,9ca0140fffd6dcb9b8007a21ede096501f793f3b,1395649144011,1395649120948,23063,37.1829,-3.61411,512,4,5898240,"Sony Ericsson Mobile Communications"
1351591695721,e372fea0ce1e63b061a5ef0917b7bfb19ac66ad5,1395649121053,1395649120949,104,37.1829,-3.61411,512,4,5373952,"Nokia Corporation"
1351591695721,9c1d003b2ba20eb9ea740597741168901b03b685,1395649168037,1395649167934,103,37.1829,-3.61411,1024,8,2097152,"ATTO Technology Inc."
1351591695721,c457cec53f53f79801a901c0abdcba35311cd9b5,1395649311274,1395649275575,35699,37.1829,-3.61411,512,4,5898240,null
1351591695721,4fd553e4364d247f9db5ea03f484a1b12ad510c9,1395649345761,1395649322668,23093,37.1829,-3.61411,1024,8,3407872,"Fihonest communication co.Ltd"
1351591695721,4f9a7306965d9a8c18de1b8be8ad3c5035a19af1,1395649357228,1395649322669,34559,37.1829,-3.61411,512,4,5898240,"Nokia Corporation"
1351591695721,e777282a14b224e7e942386f5d2e7af0ec41465e,1395649440697,1395649345657,95040,37.1829,-3.61411,512,4,5373952,null
1351591695721,9b6be5ca74a13026212f42aff1696d7c485d98d8,1395649392694,1395649392592,102,37.1829,-3.61411,1024,8,3145728,"PARROT S.A."
1351591695721,299e0045f050e61de13bdf7580c414e83574b695,1395649429218,1395649429114,104,37.1829,-3.61411,1024,8,3145728,"PARROT S.A."
1351591695721,e6c1c95768c640153c9e0f1de1becd2d6c56fc9c,1395649470086,1395649429115,40971,37.1829,-3.61411,512,4,5898240,"Samsung Electronics Co.Ltd"
1351591695721,738561153725863006ac5029c7cfe713452aa098,1395649440697,1395649440593,104,37.1829,-3.61411,512,4,5898240,"Nokia Corporation"
1351591695721,c457cec53f53f79801a901c0abdcba35311cd9b5,1395649493095,1395649440594,52501,37.1829,-3.61411,512,4,5898240,null
1351591695721,477c8d3fee0871a75e08f93c9a2b2158b19c7322,1395649504697,1395649504594,103,37.1829,-3.61411,512,4,5898240,"Samsung Electronics"
1351591695721,80bfe5cf7f1ba4149b1041116bb32cc9e7da6345,1395649516218,1395649516116,102,37.1829,-3.61411,1024,4,2097152,"PARROT S.A."
1351591695721,c2a51dd5d45a9d0c20f1a3a43e374ef16b90384c,1395649653275,1395649653173,102,37.1829,-3.61411,512,4,5898240,"Nokia Corporation"
1351591695721,ad449021cf4add06b2fe97563be9219c0416e8db,1395649676215,1395649664638,11577,37.1829,-3.61411,1024,8,3145728,"TEMIC SDS GmbH"
1351591695721,738561153725863006ac5029c7cfe713452aa098,1395649687708,1395649676111,11597,37.1829,-3.61411,512,4,5898240,"Nokia Corporation"
1351591695721,f49254dbaab423fdbfa270101b86f8048ad8b188,1395649676215,1395649676111,104,37.1829,-3.61411,512,4,5898240,"Nokia Corporation"
1351591695721,514203d59e704c9cb29ec897197bb5fa01f8914e,1395649825750,1395649699080,126670,37.1829,-3.61411,512,4,5898240,"Samsung Electronics Co.Ltd"
1351591695721,bd187240eb2170e0e2735b828cdabf554432992d,1395650000329,1395649710564,289765,37.1829,-3.61411,512,4,5898240,null
1351591695721,8f4faa48f1af5fc439d80b6ada6e48709f85af97,1395649710669,1395649710566,103,37.1829,-3.61411,512,4,5898240,"Nokia Danmark A/S"
1351591695721,549da6c57083d85f75134264d981f1df22cc21ad,1395649722221,1395649722118,103,37.1829,-3.61411,1024,8,3145728,"PARROT S.A."
1351591695721,1ad39a9379ec199d5b76fded466d0ac483eb2896,1395649791306,1395649791203,103,37.1829,-3.61411,512,4,5898240,"Nokia Corporation"
1351591695721,a28a6c25d03c0c10f50a8e3a576d4a4499492d86,1395649802801,1395649802697,104,37.1829,-3.61411,1024,8,3145728,"PARROT S.A."
1351591695721,ef961f96c4005aa7b8087ee5a36f08139ece26b5,1395649837367,1395649837257,110,37.1829,-3.61411,1024,8,3407872,"Infineon AG"
1351591695721,34bc2ee4cba46e240c4b4376c8fdf22896c721d1,1395650142466,1395649837257,305209,37.1829,-3.61411,512,12,5767168,null
1351591695721,1ffb3ff583b3bbf98150b688b6cbe3c6ad0752a6,1395649895849,1395649895745,104,37.1829,-3.61411,1024,8,3145728,"Infineon AG"
1351591695721,cb32c684a61100fc0e98b1500d1717f3e839e281,1395649954216,1395649954114,102,37.1829,-3.61411,1024,8,2359296,"novero GmbH"
1351591695721,2b7e0ed51b85c28e87ffb7aaac8f2b7fec945ddf,1395650034857,1395650011795,23062,37.1829,-3.61411,512,4,5898240,"Huawei Technologies Co. Ltd"
1351591695721,25f515bc28b365c696dc01a96c97b1775bd1f47a,1395650011899,1395650011796,103,37.1829,-3.61411,512,4,5898240,null
1351591695721,90a9f8e0b43ba65b76c0d5f0d3b60b38d7c86e59,1395650034856,1395650034753,103,37.1829,-3.61411,1024,8,3407872,null
1351591695721,bd187240eb2170e0e2735b828cdabf554432992d,1395650130986,1395650069206,61780,37.1829,-3.61411,512,4,5898240,null
1351591695721,1f6b5e44b6550831e6a0a8f0c174610501db1c3b,1395650118145,1395650105210,12935,37.1829,-3.61411,512,4,5898240,"Huawei Technologies Co. Ltd"
1351591695721,1e3eec2fb3350c4b891536e7e2419fa344116339,1395650203018,1395650191416,11602,37.1829,-3.61411,512,4,5898240,"Nokia Corporation"
1351591695721,bd187240eb2170e0e2735b828cdabf554432992d,1395650203017,1395650202913,104,37.1829,-3.61411,512,4,5898240,null
1351591695721,94b5b60dcf71c60b5aa2f8b40683b0daba537cf7,1395650203018,1395650202914,104,37.1829,-3.61411,1024,8,2359296,"novero GmbH"
1351591695721,ae867a0ba2fc499ea1c479e412d180aca9f7583d,1395650214524,1395650214422,102,37.1829,-3.61411,1024,8,3145728,null
1351591695721,34bc2ee4cba46e240c4b4376c8fdf22896c721d1,1395650250073,1395650238512,11561,37.1829,-3.61411,512,12,5767168,null
1351591695721,bd187240eb2170e0e2735b828cdabf554432992d,1395650311557,1395650311455,102,37.1829,-3.61411,512,4,5898240,null
1351591695721,f969d82fa2aa51b8d348d2b570e895690557815d,1395650334483,1395650322904,11579,37.1829,-3.61411,512,4,6160384,"Samsung Electronics Co.Ltd"
1351591695721,5ba99f71cff9853550e0fad69d11d7ac318d1b37,1395650404510,1395650334380,70130,37.1829,-3.61411,512,4,5898240,null
1351591695721,53b95658cee60bd46fab7856030aae24b7d2216e,1395650473460,1395650345859,127601,37.1829,-3.61411,512,4,5898240,null
1351591695721,f969d82fa2aa51b8d348d2b570e895690557815d,1395650404510,1395650404406,104,37.1829,-3.61411,512,4,6160384,"Samsung Electronics Co.Ltd"
1351591695721,b94047d82f2e52b34a6afa306fbb51c802e66f5b,1395650415997,1395650415894,103,37.1829,-3.61411,512,4,5898240,"LG Electronics"
1351591695721,a80b5247ef09a32481bff25b94800e800ed46c52,1395650532163,1395650497675,34488,37.1829,-3.61411,512,4,5898240,"LG Electronics Inc"
1351591695721,bd187240eb2170e0e2735b828cdabf554432992d,1395650543646,1395650543543,103,37.1829,-3.61411,512,4,5898240,null
1351591695721,bd187240eb2170e0e2735b828cdabf554432992d,1395650882909,1395650680231,202678,37.1829,-3.61411,512,4,5898240,null
1351591695721,bbc564cd69422f1e7cc752e808d840be50ade72f,1395650680333,1395650680231,102,37.1829,-3.61411,512,12,5898240,null
1351591695721,038466c9b5583f062ee3d0fee8b0e5803a153807,1395650792107,1395650738691,53416,37.1829,-3.61411,512,4,5898240,null
1351591695721,b1811fd38715750c3beba77f6b3a24ddd32be730,1395650746066,1395650745963,103,37.1829,-3.61411,512,4,5898240,"Samsung Electronics Co.Ltd"
1351591695721,b4287fae0b9c8a574d5b76292d1391758ec96be0,1395650803598,1395650792003,11595,37.1829,-3.61411,1024,8,2359296,"novero GmbH"
1351591695721,fecb447783887fa6530449d01975d0844c902400,1395650792107,1395650792004,103,37.1829,-3.61411,1024,8,2097152,"INTERMEC CORPORATION"
1351591695721,ff2ae409c542606be0967ef383e49d663bdb9bea,1395650859964,1395650859861,103,37.1829,-3.61411,1024,8,2097152,"Parrot SA"
1351591695721,139c7f6775751945bf9d6e1845073857fe51498e,1395650957170,1395650957066,104,37.1829,-3.61411,512,4,5898240,"LG Electronics"
1351591695721,1fe738794ccb91a04204741e60a863f904f70492,1395650957170,1395650957067,103,37.1829,-3.61411,1024,8,2097152,"CISCO SYSTEMS INC."
1351591695721,1dc49c362feabf55bcb2473d586f56a17b3f5751,1395651005173,1395650993605,11568,37.1829,-3.61411,512,4,5373952,"Nokia Corporation"
1351591695721,389706b5e990686e48c3bdf291825f7cfcacf2b9,1395651029191,1395651029088,103,37.1829,-3.61411,1024,8,3145728,"TEMIC SDS GmbH"
1351591695721,757f34e862d8acdf9b5ef0bb65aa4163a73ae253,1395651064742,1395651053141,11601,37.1829,-3.61411,1024,4,2097152,"ATO Technology Ltd."
1351591695721,012d20c81d4afd665d58342cae3dd09d35fe317e,1395651053245,1395651053142,103,37.1829,-3.61411,512,4,5373952,"Texas Instruments Inc"
1351591695721,77c2d7fa493b591f68a225bbf8e1cde29fa03b97,1395651053246,1395651053143,103,37.1829,-3.61411,512,4,5898240,"Nokia Corporation"
1351591695721,b94047d82f2e52b34a6afa306fbb51c802e66f5b,1395651076274,1395651076172,102,37.1829,-3.61411,512,4,5898240,"LG Electronics"
1351591695721,bbc564cd69422f1e7cc752e808d840be50ade72f,1395651168116,1395651156535,11581,37.1829,-3.61411,512,12,5898240,null
1351591695721,719893a60a47938d487674ec773f2b5bcc269ef1,1395651179588,1395651179485,103,37.1829,-3.61411,1024,8,2359296,"Parrot SA"
