idNodo,idDispositivo,tfin tinicio,tdiferencia,latitud,longitud,majordeviceclass,minordeviceclass,serviceclass,fabricante
1388396029879,cf6680184189a9bd947d9097eb014df782f670d7,1395637249793,1395637249691,102,37.5901,-5.73276,1024,8,3407872,"Infineon AG"
1388396029879,0cc278cee1e87663b7b0631c9115ce8f561f6ca7,1395639199759,1395639199657,102,37.5901,-5.73276,1024,8,3145728,"Parrot SA"
1388396029879,fc186989f848da48db9af914772bcbe8678978d9,1395639797513,1395639797411,102,37.5901,-5.73276,1024,8,3145728,"PARROT S.A."
1388396029879,13b306a2f0c9f217fbd81573563af7a182a8a1f9,1395639980118,1395639980016,102,37.5901,-5.73276,1024,8,3407872,"Infineon AG"
1388396029879,13b306a2f0c9f217fbd81573563af7a182a8a1f9,1395640436108,1395640436006,102,37.5901,-5.73276,1024,8,3407872,"Infineon AG"
1388396029879,209ed61da38cdffca0bbe5e17879447eb7e2fe84,1395640748671,1395640748569,102,37.5901,-5.73276,1024,8,3407872,"Infineon AG"
1388396029879,facbd6ee1d92af16e91044449c94da843644dc9f,1395641408648,1395641408546,102,37.5901,-5.73276,1024,8,3145728,null
1388396029879,798cb9bf67ad32bb0826d65854b6b3830a397782,1395641470556,1395641470441,115,37.5901,-5.73276,512,4,5898240,"TCT Mobile Limited"
1388396029879,c25bf1d3b7cda77007ec3528c705503a8f6bae80,1395641494650,1395641494549,101,37.5901,-5.73276,1024,4,2097152,"PARROT S.A."
1388396029879,c29836565520504e7c19619e905134e584267c70,1395641556558,1395641556457,101,37.5901,-5.73276,512,4,5898240,"Nokia Corporation"
1388396029879,544bb891ae04027e44169b002183beb95484407d,1395641885769,1395641885667,102,37.5901,-5.73276,1024,8,2097152,"Parrot SA"
1388396029879,7babc9f60b85256d998a5b4fb70d571794490af9,1395641967684,1395641967582,102,37.5901,-5.73276,1024,8,3407872,"Infineon AG"
1388396029879,e579d21c1fc76cc6ae53c900cc4d00f737f05483,1395642092892,1395642092571,321,37.5901,-5.73276,512,4,5898240,"Nokia Corporation"
1388396029879,bd5b6dfd492db700a982199d226b63d12e3cdd87,1395642092893,1395642092572,321,37.5901,-5.73276,512,4,5898240,"Nokia Corporation"
1388396029879,409b1b6b0c2976467b4e7b26aeb5be34021486a2,1395642264071,1395642263969,102,37.5901,-5.73276,512,4,5898240,null
1388396029879,0cc37f1e6367499c176aae7b7b357585bd3ea83c,1395642401373,1395642401271,102,37.5901,-5.73276,1024,8,2359296,"novero GmbH"
1388396029879,6a2743c7800212e546bac3abf4ced9f4a013fc75,1395642513575,1395642513473,102,37.5901,-5.73276,1024,8,3145728,"Parrot SA"
1388396029879,abba51878af9be880b15f1a58313415b18a3e4d5,1395642570375,1395642570261,114,37.5901,-5.73276,512,4,5373952,"Samsung Electronics"
1388396029879,92a5bd03552d7f322b8a84c14e19bb5eba379c0a,1395642682644,1395642682365,279,37.5901,-5.73276,1024,8,2359296,"PARROT S.A."
1388396029879,1d8e1a369018412712cdc243fa37d36932a613c9,1395642896246,1395642896144,102,37.5901,-5.73276,512,4,5898240,"Nokia Corporation"
1388396029879,577c9360d2df25987ccde11e973482b1cdd321e3,1395643451782,1395643451681,101,37.5901,-5.73276,1024,4,2097152,"ATO Technology Ltd."
1388396029879,31f6d554fcb3813200ce5b39588804c5631cd4e7,1395643577437,1395643576642,795,37.5901,-5.73276,512,4,5898240,"LG Electronics"
1388396029879,e640093d21d640a3fb7d4d48fa5bf872a587bcfe,1395643621988,1395643621886,102,37.5901,-5.73276,1024,8,3145728,"Parrot SA"
1388396029879,4063be5e5235e5ee9c15206c0b54e4d63d19d1e0,1395643633503,1395643633401,102,37.5901,-5.73276,1024,8,3145728,"Parrot SA"
1388396029879,193bde4ffd8200fa2bbd79b6ed74c49f4414151b,1395643987423,1395643987321,102,37.5901,-5.73276,1024,8,2359296,"Nokia Danmark A/S"
1388396029879,9d26e124b0ad29865629c7dad5d610bdb0d88d46,1395644024101,1395644024000,101,37.5901,-5.73276,1024,8,3145728,null
1388396029879,122713a7353c2d8a7d0bec729ff567a60e757271,1395644087165,1395644087061,104,37.5901,-5.73276,1024,8,3407872,null
1388396029879,43109c93c389f90fa1fa7f66e9ce0e107f3b0c31,1395644941781,1395644941327,454,37.5901,-5.73276,1024,8,3145728,"Parrot SA"
1388396029879,22f4f77d9d2556b07cf4ed59445facea111bf2d5,1395644941781,1395644941327,454,37.5901,-5.73276,512,4,5898240,"Samsung Electronics"
1388396029879,c0b6b7f4b2d7ba64ef58f641a760d23748ef29be,1395644992228,1395644992127,101,37.5901,-5.73276,1024,8,3145728,"Parrot SA"
1388396029879,7a9ff0413e5ce2a2d6ee7e859ad177a8b8c79754,1395645036417,1395645036315,102,37.5901,-5.73276,512,4,5898240,null
1388396029879,6d6f99c5d8caf5f705acdce72f8e7cc9dc6f46f4,1395645586790,1395645586682,108,37.5901,-5.73276,512,4,5373952,"Samsung Electronics Co.Ltd"
1388396029879,e2373326ab9a5fa2f0b426a47cf6b7324fad9eef,1395645724151,1395645724049,102,37.5901,-5.73276,1024,8,3407872,"Infineon AG"
1388396029879,240b778adbd762ff61044cbfb47238613ab329b7,1395645778125,1395645778016,109,37.5901,-5.73276,512,4,5898240,"Huawei Technologies Co. Ltd"
1388396029879,26330bfbb8d16ace086e2f16b4b1aee4484ebb60,1395646442578,1395646442474,104,37.5901,-5.73276,512,4,5898240,"Nokia Corporation"
1388396029879,c8d363fd9b013ff258db5506385d1026b9d22182,1395646749471,1395646749365,106,37.5901,-5.73276,512,4,5898240,"Samsung Electronics"
1388396029879,44d4f098edae26bf3b3396d5a0b03aae023456b4,1395646912890,1395646912781,109,37.5901,-5.73276,1024,8,2097152,"PARROT S.A."
1388396029879,13b306a2f0c9f217fbd81573563af7a182a8a1f9,1395647340777,1395647340675,102,37.5901,-5.73276,1024,8,3407872,"Infineon AG"
1388396029879,192d7f50ad527b98426eb2d96d5a6a016bcc0646,1395647389994,1395647389892,102,37.5901,-5.73276,1024,8,2097152,"Ericsson Group"
1388396029879,6c309d1d6e867f18a06079dbc625ee1e8b2b0aa5,1395647622918,1395647622816,102,37.5901,-5.73276,512,4,5898240,null
1388396029879,4954441008e111143ac0df9346a4e5fa87da0c27,1395647634416,1395647634314,102,37.5901,-5.73276,512,4,5898240,null
1388396029879,e2373326ab9a5fa2f0b426a47cf6b7324fad9eef,1395647832608,1395647832506,102,37.5901,-5.73276,1024,8,3407872,"Infineon AG"
1388396029879,62024e23a2ae7bf3cf27459b8170143b782be898,1395648078139,1395648078037,102,37.5901,-5.73276,512,4,5898240,null
1388396029879,3dd0b257c55bfdf783b9deaaaa3bdb3063db33f5,1395648701459,1395648677246,24213,37.5901,-5.73276,512,4,5898240,null
1388396029879,f310f2109638c1b85f2804d74012a86b530c79fa,1395648725559,1395648725457,102,37.5901,-5.73276,1024,8,3407872,"Infineon AG"
1388396029879,a66a25f4b06e628bff5cc64886f4d1e3517accf9,1395648967934,1395648933308,34626,37.5901,-5.73276,512,4,5898240,null
1388396029879,3dd0b257c55bfdf783b9deaaaa3bdb3063db33f5,1395648944915,1395648944813,102,37.5901,-5.73276,512,4,5898240,null
1388396029879,96a823a40fa866034757c5b179a2ed17d56162ab,1395649296395,1395649296293,102,37.5901,-5.73276,1024,8,3145728,"PARROT S.A."
1388396029879,97dd02cbae597900879d6d85d13e12fb42916ee2,1395649849560,1395649849458,102,37.5901,-5.73276,1024,8,3145728,"PARROT S.A."
1388396029879,a66a25f4b06e628bff5cc64886f4d1e3517accf9,1395649933351,1395649849458,83893,37.5901,-5.73276,512,4,5898240,null
1388396029879,e53f44e8ad9a2610863f15c51acef3e1e6bacdd0,1395650260851,1395650260749,102,37.5901,-5.73276,1024,8,3407872,"Infineon AG"
1388396029879,3dd0b257c55bfdf783b9deaaaa3bdb3063db33f5,1395650494007,1395650482413,11594,37.5901,-5.73276,512,4,5898240,null
