1984;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1983;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1982;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1981;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1980;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1979;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1978;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1977;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1976;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1975;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1974;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1973;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1972;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1971;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1970;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1969;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
;;;;;;;;;;;;;;;;19/05/2014;
;;;;;;;;;;;;EVOLUCIÓN HISTÓRICA DE UNA ESTACIÓN;;;;;
;;;;;;;Estación:;CC-110-5 Calzada:;;;Total;;Carriles:;;2+2;Prov:;CC
;;;;;;;Población:;;HINOJAL;;;;Carretera:;;A-66;PK:;520,35
;;;;;;;;;;;Denominación antigua:;;;;A-66;;
;;;;IMD;;;;;;% CRECIMIENTO;;;;;FUNCIONAMIENTO;;
;;;;;;;%;;;;;;;No;;Ref. Año;Grado
Año;Total;Moto;Lige;Bus;Camión;Pesa;Pesa;Total;Moto;Lige;Bus;Camión;Pesa;Días;%;Ant;Comarac
2013;11298;0;9550;0;1748;1748;15.5;-3.58;0;-1.44;0;-13.71;-13.76;000;0;;
2012;11717;0;9690;0;2026;2027;17.3;-8.76;-100;-10.5;-100;9.75;1.91;171;100;;
2011;12842;26;10827;71;1846;1989;15.5;2.07;136.36;2.68;-65.02;6.34;-1.87;041;100 CC-110-2;;
2010;12582;11;10544;203;1736;2027;16.1;-3.2;-8.33;-3.91;-1.93;0.93;0.7;039;100;;
2009;12998;12;10973;207;1720;2013;15.5;3.41;20;6.37;-6.76;56.79;-10.25;18;100;;
2008;12569;10;10316;222;1097;2243;17.85;22.28;-89.47;33.35;161.18;-53.58;-8.37;16;100;;
2007;10279;95;7736;85;2363;2448;23,82;22.66;251.85;14.18;26.87;56.39;55.13;000;7;;
2006;8380;27;6775;67;1511;1578;18,83;0;0;0;0;0;0;001;66;;NC
2005;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
2004;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
2003;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
2002;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
2001;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
2000;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1999;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1998;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1997;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1996;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1995;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1994;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1993;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1992;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1991;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1990;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1989;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1988;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1987;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1986;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1985;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1984;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1983;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1982;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1981;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1980;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1979;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1978;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1977;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1976;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1975;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1974;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1973;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1972;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1971;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1970;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
1969;0;0;0;0;0;0;0;0;0;0;0;0;0;000;33;;
;;;;;;;;;;;;;;;;19/05/2014;
;;;;;;;;;;;;EVOLUCIÓN HISTÓRICA DE UNA ESTACIÓN;;;;;
;;;;;;;Estación:;CO-5-5;Calzada:;;Total;;Carriles:;;2+2;Prov:;CO
;;;;;;;Población:;CUESTA DEL ESPINO;;;;;Carretera:;;A-4;PK:;414,16
;;;;;;;;;;;Denominación antigua:;;;;A-4;;
;;;;IMD;;;;;;% CRECIMIENTO;;;;;FUNCIONAMIENTO;;
;;;;;;;%;;;;;;;No;;Ref. Año;Grado
Año;Total;Moto;Lige;Bus;Camión;Pesa;Pesa;Total;Moto;Lige;Bus;Camión;Pesa;Días;%;Ant;Comarac
2013;20915;0;17351;2;3560;3564;17;-3.69;0;-3.84;0;-2.97;-2.97;000;0;;
2012;21716;0;18043;2;3669;3673;16.9;-6.89;-100;-5.78;-98.84;-3.65;-10.81;084;98;;
2011;23322;55;19149;173;3808;4118;17.7;-6.52;292.86;-6.89;14.57;-6.76;-5.75;049;100;CO-5-1;
2010;24948;14;20565;151;4084;4369;17.5;-1.89;-81.08;-1.4;-1.31;-1.02;-2.85;038;90;;
2009;25428;74;20857;153;4126;4497;17.7;-2.41;8.82;0.11;-1.92;168.79;-12.73;18;44;;
2008;26056;68;20835;156;1535;5153;19.78;-6.33;-26.88;-5.09;-3.7;-72.64;-10.72;35;83;;
2007;27817;93;21952;162;5610;5772;20,75;-6.11;-5.1;-5.82;-46.36;-5.2;-7.2;042;100;;
2006;29627;98;23309;302;5918;6220;20,99;-31,14;46,26;-30,89;-74,12;-26,59;-32,6;042;100;;NC
2005;43026;67;33730;1167;8062;9229;21,44;3,35;19,64;2,65;148,29;-2,23;5,88;042;100;;
2004;41630;56;32858;470;8246;8716;20,93;8,48;-16,41;9,07;-3,88;7,2;6,53;042;100;;
2003;38373;67;30125;489;7692;8181;21,31;8,36;36,73;12,14;-12,98;-3,07;-3,73;042;100;;
2002;35410;49;26863;562;7936;8498;23,99;2,92;-22,22;8,66;3,11;-12,54;-11,65;042;100;;
2001;34403;63;24721;545;9074;9619;27,95;7,46;-19,23;-3,03;26,45;50,95;49,31;040;95;;
2000;32014;78;25494;431;6011;6442;20,12;-3,7;5,4;-11,24;31,8;45,86;44,82;039;93;;NC
1999;33245;74;28723;327;4121;4448;13,37;0;0;0;0;0;0;030;72;;
1998;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1997;0;0;0;0;0;0;0;-100;-100;-100;-100;-100;-100;000;2;;
1996;33452;115;28090;384;4863;5247;15,68;7,69;202,63;6,76;22,29;10,52;11,3;042;100;;
1995;31063;38;26311;314;4400;4714;15,17;13,45;5,55;11,05;101,28;25,89;29,11;036;86;;
1994;27379;36;23692;156;3495;3651;13,33;0;0;0;0;0;0;042;100;;
1993;0;0;0;0;0;0;0;-100;-100;-100;-100;-100;-100;042;100;;
1992;24648;81;19122;200;5245;5445;22,09;2,61;1,25;-5,03;1,01;45,45;43,13;042;100;;
1991;24019;80;20135;198;3606;3804;15,83;20,54;0;27,42;-4,34;-6,02;-5,93;042;100;;
1990;19926;80;15802;207;3837;4044;20,29;7,27;-11,11;5,29;-1,89;17,51;16,34;042;100;;
1989;18574;90;15008;211;3265;3476;18,71;4,72;143,24;7,66;1,44;-8,07;-7,55;042;100;;
1988;17736;37;13939;208;3552;3760;21,19;0;0;0;0;0;0;042;100;CO-5-1;
1987;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1986;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1985;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1984;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1983;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1982;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1981;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1980;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1979;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1978;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1977;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1976;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1975;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1974;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1973;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1972;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1971;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1970;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1969;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
;;;;;;;;;;;;;;;;19/05/2014;
;;;;;;;;;;;;EVOLUCIÓN HISTÓRICA DE UNA ESTACIÓN;;;;;
;;;;;;;Estación:;CO-59-5 Calzada:;;;Total;;Carriles:;;1+1;Prov:;CO
;;;;;;;Población:;;CORDOBA;;;;Carretera:;;N-432;PK:;276,08
;;;;;;;;;;;Denominación antigua:;;;;N-432;;
;;;;IMD;;;;;;% CRECIMIENTO;;;;;FUNCIONAMIENTO;;
;;;;;;;%;;;;;;;No;;Ref. Año;Grado
Año;Total;Moto;Lige;Bus;Camión;Pesa;Pesa;Total;Moto;Lige;Bus;Camión;Pesa;Días;%;Ant;Comarac
2013;6601;1;6018;1;581;582;8.8;-6.63;0;-7.23;0;0;0;000;0;;
2012;7070;1;6487;1;581;582;8.2;-7.91;-98.86;-4.62;-98.73;-15.43;-26.14;077;90;;
2011;7677;88;6801;79;687;788;10.3;-2.5;14.29;-2.44;21.54;-3.24;-4.6;042;100 CO-59-1;;
2010;7874;77;6971;65;710;826;10.5;-1.65;11.59;-2.31;6.56;-1.11;3.12;035;83;;
2009;8006;69;7136;61;718;801;10;5.68;-4.17;4.28;17.31;-16.32;21.18;21;51;;
2008;7576;72;6843;52;858;661;8.72;0.99;67.44;2.81;4;13.94;-17.68;29;69;;
2007;7502;43;6656;50;753;803;10,7;-1.17;-12.24;-0.79;-10.71;-3.09;-3.6;042;100;;
2006;7591;49;6709;56;777;833;10,97;-9,06;13,95;-7,24;-26,31;-21,98;-22,29;040;95;;
2005;8348;43;7233;76;996;1072;12,84;-1,57;48,27;-1,3;10,14;-5,59;-4,62;012;30;CO-59-2;
2004;8482;29;7329;69;1055;1124;13,25;1,99;-14,7;2,1;0;1,93;1,81;012;30;CO-59-2;
2003;8316;34;7178;69;1035;1104;13,27;5,05;13,33;3,93;-20,68;15,9;12,65;012;30;CO-59-2;
2002;7916;30;6906;87;893;980;12,37;1,3;-9,09;0,08;4,81;11,9;11,23;012;30;CO-59-2;
2001;7814;33;6900;83;798;881;11,27;11,19;-36,53;9,1;38,33;35,02;35,33;012;30;CO-59-2;
2000;7027;52;6324;60;591;651;9,26;2,43;-7,14;2,59;-22,07;4,97;1,71;012;30;CO-59-2;
1999;6860;56;6164;77;563;640;9,32;0,73;-45,63;0,3;-39,37;29,42;13,87;012;30;CO-59-2;
1998;6810;103;6145;127;435;562;8,25;7,87;0;10,18;0;-40,89;-23,64;012;30;CO-59-2;
1997;6313;0;5577;0;736;736;11,65;0,09;0;-3,02;0;32,37;32,37;012;30;CO-59-2;
1996;6307;0;5751;0;556;556;8,81;6,73;0;8,16;0;-6,08;-6,08;012;30;CO-59-2;
1995;5909;0;5317;0;592;592;10,01;13,63;0;15,06;0;2,24;2,24;012;30;CO-59-2;
1994;5200;0;4621;0;579;579;11,13;4,77;0;4,78;0;4,7;4,7;001;4;CO-59-2;
1993;4963;0;4410;0;553;553;11,14;19,56;-100;26,36;-100;25,68;11,94;004;11;CO-59-2;
1992;4151;167;3490;54;440;494;11,9;-1,11;-9,23;4,08;-10;-26,78;-25,26;001;4;CO-59-3;
1991;4198;184;3353;60;601;661;15,74;7,72;26,89;3,9;30,43;25,46;25,9;001;4;CO-59-3;
1990;3897;145;3227;46;479;525;13,47;2,6;705,55;5,11;6,97;-28,18;-26,05;001;4;CO-59-3;
1989;3798;18;3070;43;667;710;18,69;8,57;157,14;11,63;4,87;-4,71;-4,18;001;4;CO-59-3;
1988;3498;7;2750;41;700;741;21,18;0;0;0;0;0;0;001;4;CO-59-3;
1987;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1986;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1985;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1984;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1983;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1982;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1981;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1980;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1979;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1978;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1977;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1976;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1975;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1974;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1973;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1972;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1971;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1970;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1969;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
;;;;;;;;;;;;;;;;19/05/2014;
;;;;;;;;;;;;EVOLUCIÓN HISTÓRICA DE UNA ESTACIÓN;;;;;
;;;;;;;Estación:;CO-9-5;Calzada:;;Total;;Carriles:;;1+1;Prov:;CO
;;;;;;;Población:;;ALCARACEJOS;;;;Carretera:;;N-502;PK:;365,81
;;;;;;;;;;;Denominación antigua:;;;;N-502;;
;;;;IMD;;;;;;% CRECIMIENTO;;;;;FUNCIONAMIENTO;;
;;;;;;;%;;;;;;;No;;Ref. Año;Grado
Año;Total;Moto;Lige;Bus;Camión;Pesa;Pesa;Total;Moto;Lige;Bus;Camión;Pesa;Días;%;Ant;Comarac
2013;3859;0;3431;0;428;428;11.1;-12.97;0;-13.7;0;-6.54;-6.54;000;0;;
2012;4434;0;3976;0;458;458;10.3;-0.25;-100;1.33;-100;-2.14;-8.95;084;98;;
2011;4445;18;3924;20;468;503;11.3;-5.45;38.46;-5.76;-9.09;-3.7;-4.01;049;100;CO-9-1;
2010;4701;13;4164;22;486;524;11.2;-0.15;-64.86;0.53;37.5;-2.02;-0.95;035;83;;
2009;4708;37;4142;16;496;529;11.2;-0.93;105.56;-1.03;-23.81;44.61;-3.64;32;76;;
2008;4752;18;4185;21;343;549;11.55;11.44;-14.29;14.56;16.67;-40.03;-6.95;36;86;;
2007;4264;21;3653;18;572;590;13,84;-0.42;-19.23;-1;-18.18;5.15;4.24;040;95;;
2006;4282;26;3690;22;544;566;13,21;-3,88;8,33;0,79;-4,34;-27,17;-26,49;042;100;;
2005;4455;24;3661;23;747;770;17,28;6,47;118,18;8,63;-20,68;-3,48;-4,1;042;100;;
2004;4184;11;3370;29;774;803;19,19;11,09;-26,66;9,27;11,53;20,74;20,38;042;100;;
2003;3766;15;3084;26;641;667;17,71;-3,23;50;-5,57;-13,33;9,38;8,27;042;100;;
2002;3892;10;3266;30;586;616;15,82;0,2;-9,09;0,27;11,11;-0,5;0;040;95;;
2001;3884;11;3257;27;589;616;15,85;3,35;120;-1,06;58,82;32,65;33,62;040;95;;
2000;3758;5;3292;17;444;461;12,26;3,27;25;-0,78;-57,5;60,28;45,42;039;93;;
1999;3639;4;3318;40;277;317;8,71;1,11;-33,33;0,63;37,93;3,74;7,09;036;86;;
1998;3599;6;3297;29;267;296;8,22;0;0;0;0;0;0;042;100;;
1997;0;0;0;0;0;0;0;-100;0;-100;0;-100;-100;000;2;;
1996;3060;0;2824;0;236;236;7,71;0;0;0;0;0;0;042;100;;
1995;0;0;0;0;0;0;0;-100;0;-100;0;-100;-100;023;55;;
1994;2103;0;1853;0;250;250;11,88;0;0;0;0;0;0;027;65;;
1993;0;0;0;0;0;0;0;-100;0;-100;0;-100;-100;042;100;;
1992;2140;0;1834;0;306;306;14,29;-47,89;0;-50,83;0;-18,83;-18,83;042;100;;
1991;4107;0;3730;0;377;377;9,17;-36,49;0;-23,75;0;-76,06;-76,06;042;100;;
1990;6467;0;4892;0;1575;1575;24,35;-0,79;-100;-2,27;-100;18,42;12,58;042;100;;
1989;6519;114;5006;69;1330;1399;21,46;55,58;-4,2;54,07;115,62;68,35;70,19;012;30;CO-9-2;
1988;4190;119;3249;32;790;822;19,61;0;0;0;0;0;0;012;30;CO-9-2;
1987;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1986;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1985;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1984;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1983;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1982;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1981;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1980;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1979;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1978;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1977;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1976;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1975;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1974;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1973;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1972;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1971;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1970;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
1969;0;0;0;0;0;0;0;0;0;0;0;0;0;000;2;;
;;;;;;;;;;;;;;;;19/05/2014;
;;;;;;;;;;;;EVOLUCIÓN HISTÓRICA DE UNA ESTACIÓN;;;;;
;;;;;;;Estación:;CR-183-5 Calzada:;;;Total;;Carriles:;;1+1;Prov:;CR
;;;;;;;Población:;;MALAGON;;;;Carretera:;;N-401;PK:;168,82
;;;;;;;;;;;Denominación antigua:;;;;N-401;;
;;;;IMD;;;;;;% CRECIMIENTO;;;;;FUNCIONAMIENTO;;
;;;;;;;%;;;;;;;No;;Ref. Año;Grado
Año;Total;Moto;Lige;Bus;Camión;Pesa;Pesa;Total;Moto;Lige;Bus;Camión;Pesa;Días;%;Ant;Comarac
2013;5455;0;5005;0;450;450;8.3;-7.48;0;-8.35;0;3.44;3.44;000;0;;
2012;5896;0;5461;0;435;435;7.4;-6.55;-100;-4.41;-100;-16.98;-24.74;082;96;;
2011;6309;18;5713;39;524;578;9.2;0.37;80;-0.42;14.71;7.16;7.24;043;100 CR-183-1;;
2010;6286;10;5737;34;489;539;8.6;-8.26;-9.09;-6.04;-24.44;-27.01;-26.67;027;64;;
2009;6852;11;6106;45;670;735;10.7;-0.83;-38.89;0.11;15.38;26.89;-7.2;18;44;;
